CODE,ISOLATE_ID,ORIGINAL_SPECIES,REGION,SITE,ENVIRONMENT,SAMPLING_SOURCE,NATIONAL_SITE,LOCAL_SITE,REPLICATE,COLONY,ESBL,SOURCE_FILE,AM,AMC,AMI,AN,C,CF,CFA,CFO,CFT,CFV,CN,CPD,CPT,CTF,CTX,CZA,DO,ENR,FT,GEN,GM,IME,IPM,MAR,MRB,N,PRA,SXT,TE,SCORED_RESISTANCE,NUM_ANTIBIOTICS_TESTED,MAR_INDEX
VCPGFTR1C9,Escherichia coli,,Region III - Central Luzon,SAN GABRIEL,Fish,Fish Tilapia,V,C,1.0,9.0,NEG,1NET_P2-AMR_Region III-Central Luzon - Copy - LOR-SAN GABRIEL.csv,R,S,,S,I,S,,S,S,,R,S,S,,S,S,S,S,S,,S,,S,,S,S,S,S,S,2,22,0.0909
VCPGFTR1C10,Escherichia coli,,Region III - Central Luzon,SAN GABRIEL,Fish,Fish Tilapia,V,C,1.0,10.0,NEG,1NET_P2-AMR_Region III-Central Luzon - Copy - LOR-SAN GABRIEL.csv,R,S,,S,S,S,,S,I,,R,S,S,,S,S,S,S,S,,S,,S,,S,S,S,S,S,2,22,0.0909
VCPGFTR1C11,Escherichia coli,,Region III - Central Luzon,SAN GABRIEL,Fish,Fish Tilapia,V,C,1.0,11.0,NEG,1NET_P2-AMR_Region III-Central Luzon - Copy - LOR-SAN GABRIEL.csv,R,S,,S,I,S,,S,I,,R,S,S,,S,S,S,S,S,,S,,S,,S,S,S,S,S,2,22,0.0909
VCPGFTR1C12,Escherichia coli,,Region III - Central Luzon,SAN GABRIEL,Fish,Fish Tilapia,V,C,1.0,12.0,NEG,1NET_P2-AMR_Region III-Central Luzon - Copy - LOR-SAN GABRIEL.csv,R,S,,S,I,S,,S,S,,R,S,S,,S,S,S,S,S,,S,,S,,S,S,S,S,S,2,22,0.0909
EC_PRDWR1C1,Enterobacter cloacae,,Region III - Central Luzon,SAN ROQUE,Water,Drinking Water,Pampanga,Roque,1.0,1.0,,1NET_P2-AMR_Region III-Central Luzon - Copy - LOR-SAN ROQUE.csv,,R,,S,S,R,,S,I,,R,S,,,S,S,S,S,I,,S,,S,,S,S,S,S,S,3,20,0.1500
EC_PRDWR1C6,Klebsiella pneumoniae,,Region III - Central Luzon,SAN ROQUE,Water,Drinking Water,Pampanga,Roque,1.0,6.0,NEG,1NET_P2-AMR_Region III-Central Luzon - Copy - LOR-SAN ROQUE.csv,R,S,,S,S,S,,S,I,,S,S,S,,S,S,S,S,S,,S,,S,,S,S,S,S,S,1,22,0.0455
EC_PRDWR1C9,Enterobacter cloacae,,Region III - Central Luzon,SAN ROQUE,Water,Drinking Water,Pampanga,Roque,1.0,9.0,,1NET_P2-AMR_Region III-Central Luzon - Copy - LOR-SAN ROQUE.csv,,R,,S,S,R,,S,S,,R,S,,,S,S,S,S,I,,S,,S,,S,S,S,S,S,3,20,0.1500
EC_PRDWR2C6,Enterobacter cloacae,,Region III - Central Luzon,SAN ROQUE,Water,Drinking Water,Pampanga,Roque,2.0,6.0,,1NET_P2-AMR_Region III-Central Luzon - Copy - LOR-SAN ROQUE.csv,,R,,S,S,R,,S,S,,R,S,,,S,S,S,S,I,,S,,S,,S,S,S,S,S,3,20,0.1500
EC_PRDWR3C3,Enterobacter cloacae,,Region III - Central Luzon,SAN ROQUE,Water,Drinking Water,Pampanga,Roque,3.0,3.0,,1NET_P2-AMR_Region III-Central Luzon - Copy - LOR-SAN ROQUE.csv,,R,,S,S,R,,S,S,,R,S,,,S,S,S,S,I,,S,,S,,S,S,S,S,S,3,20,0.1500
EC_PRDWR3C5,Enterobacter cloacae,,Region III - Central Luzon,SAN ROQUE,Water,Drinking Water,Pampanga,Roque,3.0,5.0,,1NET_P2-AMR_Region III-Central Luzon - Copy - LOR-SAN ROQUE.csv,,R,,S,S,R,,S,S,,R,S,,,S,S,S,S,S,,S,,S,,S,S,S,S,S,3,20,0.1500
EC_PRDWR3C9,Enterobacter cloacae,,Region III - Central Luzon,SAN ROQUE,Water,Drinking Water,Pampanga,Roque,3.0,9.0,,1NET_P2-AMR_Region III-Central Luzon - Copy - LOR-SAN ROQUE.csv,,R,,S,S,R,,S,S,,R,S,,,S,S,S,S,S,,S,,S,,S,S,S,S,S,3,20,0.1500
EC_PRDWR3C10,Enterobacter cloacae,,Region III - Central Luzon,SAN ROQUE,Water,Drinking Water,Pampanga,Roque,3.0,10.0,,1NET_P2-AMR_Region III-Central Luzon - Copy - LOR-SAN ROQUE.csv,,R,,S,S,R,,S,S,,R,S,,,S,S,S,S,I,,S,,S,,S,S,S,S,S,3,20,0.1500
EC_PRRWR1C2,Enterobacter cloacae,,Region III - Central Luzon,SAN ROQUE,Water,River Water,Pampanga,Roque,1.0,2.0,,1NET_P2-AMR_Region III-Central Luzon - Copy - LOR-SAN ROQUE.csv,,R,,S,S,R,,S,S,,R,S,,,S,S,S,S,S,,S,,S,,S,S,S,S,S,3,20,0.1500
EC_PRRWR1C5,Klebsiella pneumoniae,,Region III - Central Luzon,SAN ROQUE,Water,River Water,Pampanga,Roque,1.0,5.0,NEG,1NET_P2-AMR_Region III-Central Luzon - Copy - LOR-SAN ROQUE.csv,R,S,,S,R,S,,S,S,,S,S,S,,S,S,R,I,S,,S,,S,,S,I,I,R,R,5,22,0.2273
EC_PRRWR1C10,Klebsiella pneumoniae,,Region III - Central Luzon,SAN ROQUE,Water,River Water,Pampanga,Roque,1.0,10.0,NEG,1NET_P2-AMR_Region III-Central Luzon - Copy - LOR-SAN ROQUE.csv,R,S,,S,S,S,,S,S,,S,S,S,,S,S,S,S,S,,S,,S,,S,S,S,S,S,1,22,0.0455
EC_PRRWR2C4,Klebsiella pneumoniae,,Region III - Central Luzon,SAN ROQUE,Water,River Water,Pampanga,Roque,2.0,4.0,NEG,1NET_P2-AMR_Region III-Central Luzon - Copy - LOR-SAN ROQUE.csv,R,S,,S,S,S,,S,S,,S,S,S,,S,S,S,S,I,,S,,S,,S,S,S,S,S,1,22,0.0455
EC_PRRWR2C9,Klebsiella pneumoniae,,Region III - Central Luzon,SAN ROQUE,Water,River Water,Pampanga,Roque,2.0,9.0,NEG,1NET_P2-AMR_Region III-Central Luzon - Copy - LOR-SAN ROQUE.csv,R,S,,S,R,S,,S,S,,S,S,S,,S,S,R,S,S,,S,,S,,S,I,I,R,R,5,22,0.2273
EC_PRRWR3C1,Enterobacter cloacae,,Region III - Central Luzon,SAN ROQUE,Water,River Water,Pampanga,Roque,3.0,1.0,,1NET_P2-AMR_Region III-Central Luzon - Copy - LOR-SAN ROQUE.csv,,R,,S,S,R,,S,S,,R,S,,,S,S,S,S,S,,S,,S,,S,S,S,S,S,3,20,0.1500
EC_PRRWR3C4,Enterobacter cloacae,,Region III - Central Luzon,SAN ROQUE,Water,River Water,Pampanga,Roque,3.0,4.0,,1NET_P2-AMR_Region III-Central Luzon - Copy - LOR-SAN ROQUE.csv,,R,,S,S,R,,S,I,,R,S,,,S,S,S,S,S,,S,,S,,S,S,S,S,S,3,20,0.1500
EC_PRRWR3C9,Escherichia coli,,Region III - Central Luzon,SAN ROQUE,Water,River Water,Pampanga,Roque,3.0,9.0,NEG,1NET_P2-AMR_Region III-Central Luzon - Copy - LOR-SAN ROQUE.csv,R,S,,S,S,S,,S,S,,R,S,S,,S,S,S,S,S,,S,,S,,S,S,S,S,S,2,22,0.0909
EC_PRFTR1C2,Escherichia coli,,Region III - Central Luzon,SAN ROQUE,Fish,Fish Tilapia,Pampanga,Roque,1.0,2.0,NEG,1NET_P2-AMR_Region III-Central Luzon - Copy - LOR-SAN ROQUE.csv,S,S,,S,S,I,,S,S,,S,S,S,,S,S,S,S,S,,S,,S,,S,S,S,S,S,0,22,0.0000
EC_PRFTR1C10,Escherichia coli,,Region III - Central Luzon,SAN ROQUE,Fish,Fish Tilapia,Pampanga,Roque,1.0,10.0,NEG,1NET_P2-AMR_Region III-Central Luzon - Copy - LOR-SAN ROQUE.csv,S,S,,S,S,S,,S,S,,S,S,S,,S,S,S,S,S,,S,,S,,S,S,S,S,S,0,22,0.0000
EC_PRFTR1C16,Enterobacter aerogenes,,Region III - Central Luzon,SAN ROQUE,Fish,Fish Tilapia,Pampanga,Roque,1.0,16.0,,1NET_P2-AMR_Region III-Central Luzon - Copy - LOR-SAN ROQUE.csv,,R,,S,S,R,,I,S,,R,S,S,,S,S,S,S,I,,S,,S,,S,S,S,S,S,3,21,0.1429
EC_PRFTR1C17,Enterobacter cloacae,,Region III - Central Luzon,SAN ROQUE,Fish,Fish Tilapia,Pampanga,Roque,1.0,17.0,,1NET_P2-AMR_Region III-Central Luzon - Copy - LOR-SAN ROQUE.csv,,R,,S,S,R,,S,S,,R,S,,,S,S,S,S,I,,S,,S,,S,S,S,S,S,3,20,0.1500
EC_PRFTR2C5,Enterobacter aerogenes,,Region III - Central Luzon,SAN ROQUE,Fish,Fish Tilapia,Pampanga,Roque,2.0,5.0,,1NET_P2-AMR_Region III-Central Luzon - Copy - LOR-SAN ROQUE.csv,,R,,S,S,R,,I,S,,R,S,S,,S,S,S,I,I,,S,,S,,S,S,S,S,S,3,21,0.1429
EC_PRFTR2C7,Escherichia coli,,Region III - Central Luzon,SAN ROQUE,Fish,Fish Tilapia,Pampanga,Roque,2.0,7.0,NEG,1NET_P2-AMR_Region III-Central Luzon - Copy - LOR-SAN ROQUE.csv,R,S,,S,S,S,,S,S,,R,S,S,,S,S,S,S,S,,S,,S,,S,S,S,S,S,2,22,0.0909
EC_PRFTR2C18,Enterobacter aerogenes,,Region III - Central Luzon,SAN ROQUE,Fish,Fish Tilapia,Pampanga,Roque,2.0,18.0,,1NET_P2-AMR_Region III-Central Luzon - Copy - LOR-SAN ROQUE.csv,,R,,S,S,R,,S,S,,R,S,S,,S,S,S,S,I,,S,,S,,S,S,S,S,S,3,21,0.1429
EC_PRFTR3C5,Enterobacter cloacae,,Region III - Central Luzon,SAN ROQUE,Fish,Fish Tilapia,Pampanga,Roque,3.0,5.0,,1NET_P2-AMR_Region III-Central Luzon - Copy - LOR-SAN ROQUE.csv,,R,,S,S,R,,S,S,,R,S,,,S,S,S,S,I,,S,,S,,S,S,S,S,S,3,20,0.1500
EC_PRFGR1C1,Enterobacter aerogenes,,Region III - Central Luzon,SAN ROQUE,Fish,Fish Gusaw,Pampanga,Roque,1.0,1.0,,1NET_P2-AMR_Region III-Central Luzon - Copy - LOR-SAN ROQUE.csv,,R,,S,S,R,,S,S,,R,S,S,,S,S,S,S,I,,S,,S,,S,S,S,S,S,3,21,0.1429
EC_PRFGR1C7,Enterobacter cloacae,,Region III - Central Luzon,SAN ROQUE,Fish,Fish Gusaw,Pampanga,Roque,1.0,7.0,,1NET_P2-AMR_Region III-Central Luzon - Copy - LOR-SAN ROQUE.csv,,R,,S,S,R,,S,S,,R,S,,,S,S,S,S,I,,S,,S,,S,S,S,S,S,3,20,0.1500
EC_PRFGR1C12,Enterobacter cloacae,,Region III - Central Luzon,SAN ROQUE,Fish,Fish Gusaw,Pampanga,Roque,1.0,12.0,,1NET_P2-AMR_Region III-Central Luzon - Copy - LOR-SAN ROQUE.csv,,R,,S,S,R,,S,S,,R,S,,,S,S,S,S,I,,S,,S,,S,S,S,S,S,3,20,0.1500
EC_PRFGR1C15,Enterobacter cloacae,,Region III - Central Luzon,SAN ROQUE,Fish,Fish Gusaw,Pampanga,Roque,1.0,15.0,,1NET_P2-AMR_Region III-Central Luzon - Copy - LOR-SAN ROQUE.csv,,R,,S,S,R,,S,S,,R,S,,,S,S,S,S,I,,S,,S,,S,S,S,S,S,3,20,0.1500
EC_PRFGR1C18,Enterobacter cloacae,,Region III - Central Luzon,SAN ROQUE,Fish,Fish Gusaw,Pampanga,Roque,1.0,18.0,,1NET_P2-AMR_Region III-Central Luzon - Copy - LOR-SAN ROQUE.csv,,R,,S,S,R,,S,S,,R,S,,,S,S,S,S,I,,S,,S,,S,S,S,S,S,3,20,0.1500
EC_PRFGR2C2,Klebsiella pneumoniae,,Region III - Central Luzon,SAN ROQUE,Fish,Fish Gusaw,Pampanga,Roque,2.0,2.0,NEG,1NET_P2-AMR_Region III-Central Luzon - Copy - LOR-SAN ROQUE.csv,R,S,,S,R,S,,S,S,,S,S,S,,S,S,R,I,I,,S,,S,,S,S,I,R,R,5,22,0.2273
EC_PRFGR2C7,Klebsiella pneumoniae,,Region III - Central Luzon,SAN ROQUE,Fish,Fish Gusaw,Pampanga,Roque,2.0,7.0,NEG,1NET_P2-AMR_Region III-Central Luzon - Copy - LOR-SAN ROQUE.csv,R,S,,S,S,S,,S,S,,S,S,S,,S,S,S,S,S,,S,,S,,S,S,S,S,S,1,22,0.0455
EC_PRFGR2C8,Klebsiella pneumoniae,,Region III - Central Luzon,SAN ROQUE,Fish,Fish Gusaw,Pampanga,Roque,2.0,8.0,NEG,1NET_P2-AMR_Region III-Central Luzon - Copy - LOR-SAN ROQUE.csv,R,S,,S,S,S,,S,S,,S,S,S,,S,S,S,S,I,,S,,S,,S,S,S,S,S,1,22,0.0455
EC_PRFGR2C11,Enterobacter aerogenes,,Region III - Central Luzon,SAN ROQUE,Fish,Fish Gusaw,Pampanga,Roque,2.0,11.0,,1NET_P2-AMR_Region III-Central Luzon - Copy - LOR-SAN ROQUE.csv,,R,,S,S,R,,I,S,,R,S,S,,S,S,S,S,I,,S,,S,,S,S,S,S,S,3,20,0.1500
EC_PRFGR3C1,Enterobacter cloacae,,Region III - Central Luzon,SAN ROQUE,Fish,Fish Gusaw,Pampanga,Roque,3.0,1.0,,1NET_P2-AMR_Region III-Central Luzon - Copy - LOR-SAN ROQUE.csv,,R,,S,S,R,,S,S,,R,S,,,S,S,S,S,S,,S,,S,,S,S,S,S,S,3,20,0.1500
EC_PRFGR3C6,Enterobacter cloacae,,Region III - Central Luzon,SAN ROQUE,Fish,Fish Gusaw,Pampanga,Roque,3.0,6.0,,1NET_P2-AMR_Region III-Central Luzon - Copy - LOR-SAN ROQUE.csv,,R,,S,S,R,,S,S,,R,S,,,S,S,S,S,I,,S,,S,,S,S,S,S,S,3,20,0.1500
EC_PRFGR3C10,Enterobacter cloacae,,Region III - Central Luzon,SAN ROQUE,Fish,Fish Gusaw,Pampanga,Roque,3.0,10.0,,1NET_P2-AMR_Region III-Central Luzon - Copy - LOR-SAN ROQUE.csv,,R,,S,S,R,,S,S,,R,S,,,S,S,S,S,I,,S,,S,,S,S,S,S,S,3,20,0.1500
EC_PRFGR3C17,Enterobacter cloacae,,Region III - Central Luzon,SAN ROQUE,Fish,Fish Gusaw,Pampanga,Roque,3.0,17.0,,1NET_P2-AMR_Region III-Central Luzon - Copy - LOR-SAN ROQUE.csv,,R,,S,S,R,,S,S,,R,S,,,S,S,S,S,I,,S,,S,,S,S,S,S,S,3,20,0.1500
EC_PRFGR3C20,Enterobacter cloacae,,Region III - Central Luzon,SAN ROQUE,Fish,Fish Gusaw,Pampanga,Roque,3.0,20.0,,1NET_P2-AMR_Region III-Central Luzon - Copy - LOR-SAN ROQUE.csv,,R,,S,S,R,,S,I,,R,S,,,S,S,S,S,I,,S,,S,,S,S,S,S,S,3,20,0.1500
SALPRDWR1C3,Salmonella species,,Region III - Central Luzon,SAN ROQUE,Water,Drinking Water,S,Alegria,1.0,3.0,,1NET_P2-AMR_Region III-Central Luzon - Copy - LOR-SAN ROQUE.csv,S,S,,R,S,R,,S,S,,R,S,S,,S,S,S,S,S,,R,,S,,S,S,S,S,S,4,22,0.1818
SALPRDWR2C5,Escherichia coli,,Region III - Central Luzon,SAN ROQUE,Water,Drinking Water,S,Alegria,2.0,5.0,NEG,1NET_P2-AMR_Region III-Central Luzon - Copy - LOR-SAN ROQUE.csv,R,S,,S,R,S,,S,R,,R,S,S,,S,S,R,I,S,,S,,S,,S,S,S,R,R,7,22,0.3182
SALPRDWR3C10,Salmonella species,,Region III - Central Luzon,SAN ROQUE,Water,Drinking Water,S,Alegria,3.0,10.0,,1NET_P2-AMR_Region III-Central Luzon - Copy - LOR-SAN ROQUE.csv,S,S,,R,S,R,,S,S,,R,S,S,,S,S,S,S,S,,R,,S,,S,S,S,S,S,4,22,0.1818
SALPRDWR3C15,Escherichia coli,,Region III - Central Luzon,SAN ROQUE,Water,Drinking Water,S,Alegria,3.0,15.0,NEG,1NET_P2-AMR_Region III-Central Luzon - Copy - LOR-SAN ROQUE.csv,S,S,,S,R,S,,S,S,,S,S,S,,S,S,R,I,S,,S,,S,,S,S,S,R,R,4,22,0.1818
SGPRDWR1C6,Salmonella species,,Region III - Central Luzon,SAN ROQUE,Water,Drinking Water,S,Gabriel,1.0,6.0,,1NET_P2-AMR_Region III-Central Luzon - Copy - LOR-SAN ROQUE.csv,S,S,,R,S,R,,S,S,,R,S,S,,S,S,S,S,S,,R,,S,,S,S,S,S,S,4,22,0.1818
SGPRDWR1C10,Salmonella species,,Region III - Central Luzon,SAN ROQUE,Water,Drinking Water,S,Gabriel,1.0,10.0,,1NET_P2-AMR_Region III-Central Luzon - Copy - LOR-SAN ROQUE.csv,S,S,,R,S,R,,S,R,,R,S,S,,S,S,S,S,S,,R,,S,,S,S,S,S,S,5,22,0.2273
SGPRDWR2C5,Salmonella species,,Region III - Central Luzon,SAN ROQUE,Water,Drinking Water,S,Gabriel,2.0,5.0,,1NET_P2-AMR_Region III-Central Luzon - Copy - LOR-SAN ROQUE.csv,S,S,,R,S,R,,S,S,,R,S,S,,S,S,S,S,S,,R,,S,,S,S,S,S,S,4,22,0.1818
SGPRDWR2C9,Salmonella species,,Region III - Central Luzon,SAN ROQUE,Water,Drinking Water,S,Gabriel,2.0,9.0,,1NET_P2-AMR_Region III-Central Luzon - Copy - LOR-SAN ROQUE.csv,S,S,,R,S,R,,S,S,,R,S,S,,S,S,S,S,S,,R,,S,,S,S,S,S,S,4,22,0.1818
SGPRDWR3C8,Salmonella species,,Region III - Central Luzon,SAN ROQUE,Water,Drinking Water,S,Gabriel,3.0,8.0,,1NET_P2-AMR_Region III-Central Luzon - Copy - LOR-SAN ROQUE.csv,S,S,,R,S,R,,S,R,,R,S,S,,S,S,S,S,S,,R,,S,,S,S,S,S,S,5,22,0.2273
SGPRDWR3C9,Salmonella species,,Region III - Central Luzon,SAN ROQUE,Water,Drinking Water,S,Gabriel,3.0,9.0,,1NET_P2-AMR_Region III-Central Luzon - Copy - LOR-SAN ROQUE.csv,S,S,,R,S,R,,S,S,,R,S,S,,S,S,S,S,S,,R,,S,,S,S,S,S,S,4,22,0.1818
SALPRRWR2C7,Salmonella species,,Region III - Central Luzon,SAN ROQUE,Water,River Water,S,Alegria,2.0,7.0,,1NET_P2-AMR_Region III-Central Luzon - Copy - LOR-SAN ROQUE.csv,S,S,,R,S,R,,S,R,,R,S,S,,S,S,S,S,S,,R,,S,,S,S,S,S,S,5,22,0.2273
SALPRRWR2C9,Escherichia coli,,Region III - Central Luzon,SAN ROQUE,Water,River Water,S,Alegria,2.0,9.0,NEG,1NET_P2-AMR_Region III-Central Luzon - Copy - LOR-SAN ROQUE.csv,R,S,,S,R,S,,S,S,,R,S,S,,S,S,R,I,S,,S,,S,,S,S,S,R,R,6,22,0.2727
SALPRRWR3C8,Escherichia coli,,Region III - Central Luzon,SAN ROQUE,Water,River Water,S,Alegria,3.0,8.0,NEG,1NET_P2-AMR_Region III-Central Luzon - Copy - LOR-SAN ROQUE.csv,S,S,,S,R,S,,S,S,,S,S,S,,S,S,R,I,S,,S,,S,,S,S,S,R,R,4,22,0.1818
SALPRRWR3C10,Escherichia coli,,Region III - Central Luzon,SAN ROQUE,Water,River Water,S,Alegria,3.0,10.0,NEG,1NET_P2-AMR_Region III-Central Luzon - Copy - LOR-SAN ROQUE.csv,S,S,,S,R,S,,S,S,,S,S,S,,S,S,R,I,S,,S,,S,,S,S,S,R,R,4,22,0.1818
SGPRFGR3C1,Escherichia coli,,Region III - Central Luzon,SAN ROQUE,Fish,Fish Gusaw,S,Gabriel,3.0,1.0,,1NET_P2-AMR_Region III-Central Luzon - Copy - LOR-SAN ROQUE.csv,R,S,,S,S,S,,S,S,,R,S,S,,S,S,R,S,S,,S,,S,,S,S,S,S,R,4,22,0.1818
VCPRRWR1C3,Escherichia coli,,Region III - Central Luzon,SAN ROQUE,Water,River Water,V,C,1.0,3.0,POS,1NET_P2-AMR_Region III-Central Luzon - Copy - LOR-SAN ROQUE.csv,R,I,,S,R,R,,R,R,,R,R,R,,,S,R,R,S,,R,,S,,R,S,R,R,R,15,21,0.7143
VCPRRWR1C6,Escherichia coli,,Region III - Central Luzon,SAN ROQUE,Water,River Water,V,C,1.0,6.0,NEG,1NET_P2-AMR_Region III-Central Luzon - Copy - LOR-SAN ROQUE.csv,S,S,,S,S,S,,S,I,,S,S,S,,S,S,S,S,S,,S,,S,,S,S,S,S,S,0,22,0.0000
VCPRRWR1C7,Escherichia coli,,Region III - Central Luzon,SAN ROQUE,Water,River Water,V,C,1.0,7.0,NEG,1NET_P2-AMR_Region III-Central Luzon - Copy - LOR-SAN ROQUE.csv,R,S,,S,S,S,,S,I,,S,S,S,,S,S,I,S,S,,S,,S,,S,S,S,S,R,2,22,0.0909
VCPRRWR3C8,Enterobacter cloacae,,Region III - Central Luzon,SAN ROQUE,Water,River Water,V,C,3.0,8.0,NEG,1NET_P2-AMR_Region III-Central Luzon - Copy - LOR-SAN ROQUE.csv,,R,,S,S,R,,S,I,,R,S,,,S,S,S,S,I,,S,,S,,S,S,S,S,S,3,20,0.1500
VCPRFTR1C5,Escherichia coli,,Region III - Central Luzon,SAN ROQUE,Fish,Fish Tilapia,V,C,1.0,5.0,NEG,1NET_P2-AMR_Region III-Central Luzon - Copy - LOR-SAN ROQUE.csv,R,S,,S,S,S,,R,I,,R,S,S,,S,S,S,I,S,,S,,S,,S,S,S,S,S,3,22,0.1364
VCPRFTR1C6,Escherichia coli,,Region III - Central Luzon,SAN ROQUE,Fish,Fish Tilapia,V,C,1.0,6.0,NEG,1NET_P2-AMR_Region III-Central Luzon - Copy - LOR-SAN ROQUE.csv,R,S,,S,S,S,,S,I,,R,S,S,,S,S,I,I,S,,S,,S,,S,S,S,S,R,3,22,0.1364
VCPRFTR1C7,Escherichia coli,,Region III - Central Luzon,SAN ROQUE,Fish,Fish Tilapia,V,C,1.0,7.0,NEG,1NET_P2-AMR_Region III-Central Luzon - Copy - LOR-SAN ROQUE.csv,R,S,,S,S,S,,S,I,,R,S,S,,S,S,S,S,S,,S,,S,,S,S,S,S,S,2,22,0.0909
VCPRFTR1C9,Escherichia coli,,Region III - Central Luzon,SAN ROQUE,Fish,Fish Tilapia,V,C,1.0,9.0,NEG,1NET_P2-AMR_Region III-Central Luzon - Copy - LOR-SAN ROQUE.csv,R,S,,S,S,S,,S,I,,R,S,S,,S,S,S,I,S,,S,,S,,S,S,S,S,S,2,22,0.0909
VCPRFTR1C10,Escherichia coli,,Region III - Central Luzon,SAN ROQUE,Fish,Fish Tilapia,V,C,1.0,10.0,NEG,1NET_P2-AMR_Region III-Central Luzon - Copy - LOR-SAN ROQUE.csv,R,S,,S,S,S,,S,I,,R,S,S,,S,S,S,S,S,,S,,S,,S,S,S,S,S,2,22,0.0909
EC_OADWR1C3,Enterobacter cloacae,,Region VIII - Eastern Visayas,ALEGRIA,Water,Drinking Water,Ormoc,Alegria,1.0,3.0,,1NET_P2-AMR_Region VIII-Eastern Visayas - Copy - LOR-ALEGRIA.csv,,R,,S,S,R,,S,S,,R,S,,,S,S,S,I,S,,S,,I,,S,S,I,S,S,3,20,0.1500
EC_OADWR1C4,Enterobacter cloacae,,Region VIII - Eastern Visayas,ALEGRIA,Water,Drinking Water,Ormoc,Alegria,1.0,4.0,,1NET_P2-AMR_Region VIII-Eastern Visayas - Copy - LOR-ALEGRIA.csv,,R,,S,S,R,,S,S,,R,S,,,S,S,S,I,S,,S,,I,,S,S,I,S,S,3,20,0.1500
EC_OADWR1C5,Klebsiella pneumoniae,,Region VIII - Eastern Visayas,ALEGRIA,Water,Drinking Water,Ormoc,Alegria,1.0,5.0,NEG,1NET_P2-AMR_Region VIII-Eastern Visayas - Copy - LOR-ALEGRIA.csv,R,S,,S,S,S,,S,S,,S,S,S,,S,S,S,S,S,,S,,S,,S,S,S,S,S,1,22,0.0455
EC_OADWR1C6,Klebsiella pneumoniae,,Region VIII - Eastern Visayas,ALEGRIA,Water,Drinking Water,Ormoc,Alegria,1.0,6.0,NEG,1NET_P2-AMR_Region VIII-Eastern Visayas - Copy - LOR-ALEGRIA.csv,R,S,,S,S,S,,S,S,,S,S,S,,S,S,S,S,I,,S,,S,,S,S,S,S,S,1,22,0.0455
EC_OADWR1C9,Klebsiella pneumoniae,,Region VIII - Eastern Visayas,ALEGRIA,Water,Drinking Water,Ormoc,Alegria,1.0,9.0,NEG,1NET_P2-AMR_Region VIII-Eastern Visayas - Copy - LOR-ALEGRIA.csv,R,S,,S,S,S,,S,S,,S,S,S,,S,S,S,S,S,,S,,S,,S,S,S,S,S,1,22,0.0455
EC_OARWR1C3,Escherichia coli,,Region VIII - Eastern Visayas,ALEGRIA,Water,River Water,Ormoc,Alegria,1.0,3.0,NEG,1NET_P2-AMR_Region VIII-Eastern Visayas - Copy - LOR-ALEGRIA.csv,S,S,,S,S,S,,S,S,,S,S,S,,S,S,S,S,S,,S,,S,,S,S,S,S,S,0,22,0.0000
EC_OARWR1C7,Klebsiella pneumoniae,,Region VIII - Eastern Visayas,ALEGRIA,Water,River Water,Ormoc,Alegria,1.0,7.0,NEG,1NET_P2-AMR_Region VIII-Eastern Visayas - Copy - LOR-ALEGRIA.csv,R,S,,S,S,S,,S,S,,S,S,S,,S,S,S,S,S,,S,,S,,S,S,S,S,S,1,22,0.0455
EC_OARWR1C8,Klebsiella pneumoniae,,Region VIII - Eastern Visayas,ALEGRIA,Water,River Water,Ormoc,Alegria,1.0,8.0,NEG,1NET_P2-AMR_Region VIII-Eastern Visayas - Copy - LOR-ALEGRIA.csv,R,S,,S,S,S,,S,S,,S,S,S,,S,S,S,S,I,,S,,S,,S,S,S,S,S,1,22,0.0455
EC_OARWR1C9,Escherichia coli,,Region VIII - Eastern Visayas,ALEGRIA,Water,River Water,Ormoc,Alegria,1.0,9.0,NEG,1NET_P2-AMR_Region VIII-Eastern Visayas - Copy - LOR-ALEGRIA.csv,S,S,,S,S,S,,S,S,,S,S,S,,S,S,S,S,S,,S,,S,,S,S,S,S,S,0,22,0.0000
EC_OARWR1C10,Enterobacter cloacae,,Region VIII - Eastern Visayas,ALEGRIA,Water,River Water,Ormoc,Alegria,1.0,10.0,,1NET_P2-AMR_Region VIII-Eastern Visayas - Copy - LOR-ALEGRIA.csv,,R,,S,S,R,,S,S,,R,S,,,S,S,S,S,S,,S,,S,,S,S,S,S,S,3,19,0.1579
EC_OARWR2C3,Enterobacter cloacae,,Region VIII - Eastern Visayas,ALEGRIA,Water,River Water,Ormoc,Alegria,2.0,3.0,,1NET_P2-AMR_Region VIII-Eastern Visayas - Copy - LOR-ALEGRIA.csv,,R,,S,S,R,,S,S,,R,S,,,S,S,S,S,S,,S,,S,,S,S,S,S,S,3,19,0.1579
EC_OARWR2C5,Klebsiella pneumoniae,,Region VIII - Eastern Visayas,ALEGRIA,Water,River Water,Ormoc,Alegria,2.0,5.0,NEG,1NET_P2-AMR_Region VIII-Eastern Visayas - Copy - LOR-ALEGRIA.csv,R,S,,S,S,S,,S,S,,S,S,S,,S,S,S,S,S,,S,,S,,S,S,S,S,S,1,22,0.0455
